Date,Open,High,Low,Close,Adj Close,Volume
2017-10-19,164.759995,166.479996,164.160004,165.520004,126.700890,1518300
2017-10-20,165.509995,165.800003,163.080002,164.720001,126.088524,1300000
2017-10-23,165.229996,166.190002,164.220001,165.440002,126.639656,965400
2017-10-24,165.289993,165.740005,163.550003,163.869995,125.437866,1507700
2017-10-25,163.059998,163.880005,161.080002,163.679993,125.292435,1220700
2017-10-26,164.190002,164.830002,161.639999,163.759995,125.353683,1868200
2017-10-27,161.250000,162.000000,153.710007,156.660004,119.918793,3493800
2017-10-30,156.570007,158.270004,156.139999,157.740005,120.745537,1371900
2017-10-31,157.399994,157.610001,154.050003,155.330002,118.900749,2357300
2017-11-01,155.990005,157.729996,155.289993,157.089996,120.247986,1539800
2017-11-02,156.979996,160.270004,156.740005,159.360001,121.985596,1690100
2017-11-03,156.369995,157.720001,154.699997,155.000000,118.648125,2114200
2017-11-06,154.979996,155.399994,153.740005,154.990005,118.640488,2230300
2017-11-07,155.240005,160.380005,154.660004,159.050003,121.748283,2481300
2017-11-08,159.089996,160.139999,155.679993,157.029999,120.202065,2289400
2017-11-09,156.500000,163.500000,156.490005,161.259995,123.439972,2798300
2017-11-10,163.149994,164.500000,161.619995,163.750000,125.345985,2832400
2017-11-13,164.300003,165.830002,160.110001,160.309998,122.712753,2945900
2017-11-14,160.600006,161.830002,159.850006,160.509995,122.865906,2085100
2017-11-15,158.000000,160.440002,157.000000,159.380005,123.423462,1726300
2017-11-16,158.869995,160.360001,157.779999,159.869995,123.802887,1601700
2017-11-17,160.500000,164.169998,160.500000,161.949997,125.413651,2209600
2017-11-20,161.389999,161.699997,158.929993,159.009995,123.136894,1440200
2017-11-21,158.979996,159.389999,157.399994,159.149994,123.245308,1407900
2017-11-22,158.910004,160.050003,158.240005,158.330002,122.610321,1152200
2017-11-24,159.110001,159.889999,157.490005,158.000000,122.354774,589500
2017-11-27,158.000000,158.259995,155.350006,156.389999,121.107971,1377800
2017-11-28,156.179993,156.570007,154.529999,156.119995,120.898911,2312400
2017-11-29,156.050003,159.979996,155.509995,158.729996,122.920082,2627300
2017-11-30,159.350006,162.320007,158.860001,161.750000,125.258759,2655100
2017-12-01,162.199997,162.789993,160.979996,162.350006,125.723419,1725100
2017-12-04,163.199997,164.199997,162.289993,163.669998,126.745621,2498800
