Date,Open,High,Low,Close,Adj Close,Volume
2009-03-09,47.439999,50.470001,47.169998,50.299999,30.746504,4683000
2009-03-10,51.840000,57.419998,50.330002,57.419998,35.098686,8631800
2009-03-11,57.939999,57.939999,53.880001,54.910000,33.564415,6028900
2009-03-12,54.480000,58.650002,54.320000,58.070000,35.855152,6439800
2009-03-13,57.669998,57.869999,54.369999,56.770000,35.052456,4310200
2009-03-16,57.410000,57.889999,52.599998,52.820000,32.613552,4867800
2009-03-17,52.509998,57.160000,52.200001,57.099998,35.256233,5208700
2009-03-18,56.310001,59.230000,54.660000,58.669998,36.225632,6041400
2009-03-19,59.549999,59.549999,55.150002,55.689999,34.385609,4693100
2009-03-20,55.689999,55.689999,51.540001,51.540001,31.823223,5499500
2009-03-23,54.480000,59.270000,53.330002,59.189999,36.546688,6808700
2009-03-24,57.939999,59.169998,53.529999,54.419998,33.601456,5457100
2009-03-25,54.619999,55.790001,51.000000,55.040001,33.984276,5425900
2009-03-26,56.610001,57.400002,52.889999,57.400002,35.441467,4969300
2009-03-27,56.070000,56.160000,53.970001,54.139999,33.428570,2853700
2009-03-30,52.470001,53.480000,51.380001,51.740002,31.946709,3929600
2009-03-31,52.060001,55.369999,52.060001,55.250000,34.113956,5064900
2009-04-01,53.790001,55.430000,53.320000,54.750000,33.805229,3973500
2009-04-02,55.650002,59.259998,54.860001,58.380001,36.046555,5115800
2009-04-03,57.770000,62.599998,56.389999,62.110001,38.349632,5391700
2009-04-06,60.889999,63.320000,60.130001,62.270000,38.448429,4825800
2009-04-07,60.720001,60.919998,56.770000,56.919998,35.145081,4855200
2009-04-08,57.549999,59.470001,57.020000,58.790001,36.299713,4020400
2009-04-09,60.970001,65.250000,60.080002,65.029999,40.152596,6240300
2009-04-13,63.889999,65.620003,62.240002,64.449997,39.794453,4881800
2009-04-14,62.889999,63.480000,58.520000,58.950001,36.398499,5677900
2009-04-15,57.680000,64.269997,57.290001,63.820000,39.405460,5432000
2009-04-16,64.400002,67.800003,61.400002,64.589996,39.880898,4994400
2009-04-17,63.990002,66.169998,62.790001,64.830002,40.029087,5153800
2009-04-20,63.549999,64.389999,59.009998,59.290001,36.608437,4889600
2009-04-21,58.689999,65.269997,57.650002,65.269997,40.300766,6554800
2009-04-22,63.439999,64.470001,60.490002,60.490002,37.349369,7175100
2009-04-23,60.720001,64.410004,60.400002,63.910000,39.461044,3897800
2009-04-24,64.160004,68.349998,63.320000,67.059998,41.406010,5303100
2009-04-27,65.709999,66.540001,62.860001,64.510002,39.831520,4622300
2009-04-28,63.849998,64.650002,62.380001,63.099998,38.960911,3053400
2009-04-29,64.519997,66.610001,63.619999,66.400002,40.998482,3678500
2009-04-30,66.620003,67.809998,65.650002,66.860001,41.282501,3948100
2009-05-01,66.610001,67.070000,63.939999,64.660004,39.924133,3024600
2009-05-04,66.309998,68.860001,64.029999,68.750000,42.449482,4628300
2009-05-05,67.430000,67.430000,62.650002,64.000000,39.516605,4606700
2009-05-06,63.810001,65.529999,61.730000,65.169998,40.239025,4426000
2009-05-07,67.019997,67.029999,61.419998,62.799999,38.775665,3839600
2009-05-08,63.779999,66.459999,60.880001,66.320000,40.949081,5218500
2009-05-11,64.889999,65.199997,62.709999,62.930000,38.855934,3676000
2009-05-12,63.480000,65.500000,61.950001,64.300003,39.701843,3628600
2009-05-13,62.980000,63.759998,61.439999,61.610001,38.040913,3667700
2009-05-14,61.790001,64.050003,61.090000,63.430000,39.164661,3444700
2009-05-15,62.410000,63.340000,60.459999,61.400002,37.911240,3432900
2009-05-18,62.349998,66.699997,61.779999,66.019997,40.763859,4337800
2009-05-19,65.339996,66.489998,64.080002,64.690002,39.942638,2695700
2009-05-20,65.559998,67.239998,64.050003,64.360001,39.738888,2618500
2009-05-21,63.049999,65.269997,62.540001,64.360001,39.738888,2444400
2009-05-22,64.550003,65.720001,63.950001,64.050003,39.547485,2280100
2009-05-26,64.300003,67.730003,63.590000,67.349998,41.585052,3783300
2009-05-27,67.489998,67.650002,64.550003,64.820000,40.022919,4284500
2009-05-28,65.559998,66.010002,63.259998,65.550003,40.473663,3141200
2009-05-29,65.739998,66.650002,64.269997,66.610001,41.128143,2887500
2009-06-01,66.879997,68.970001,65.709999,67.070000,41.412167,4086700
2009-06-02,66.419998,66.989998,65.120003,65.500000,40.442772,2994700
2009-06-03,65.000000,66.389999,64.860001,66.150002,40.844120,2618100
2009-06-04,67.400002,68.459999,65.839996,68.120003,42.060493,3212400
2009-06-05,68.860001,68.860001,66.000000,66.480003,41.047886,2195200
2009-06-08,65.559998,67.019997,64.900002,66.269997,40.918213,2184900
2009-06-09,66.709999,66.849998,65.540001,66.570000,41.103443,1650800
2009-06-10,67.129997,67.250000,65.150002,66.339996,40.961433,3047100
2009-06-11,66.209999,66.830002,65.570000,65.610001,40.849361,2424000
2009-06-12,65.620003,67.800003,65.199997,67.660004,42.125710,2282000
2009-06-15,66.839996,67.129997,64.430000,64.930000,40.425991,2933500
2009-06-16,65.389999,66.029999,63.900002,64.620003,40.232979,1676700
2009-06-17,64.510002,65.150002,63.060001,63.590000,39.591690,2076600
2009-06-18,63.860001,64.750000,63.490002,64.300003,40.033756,2066700
2009-06-19,65.180000,65.180000,63.590000,64.709999,40.289021,2472700
2009-06-22,64.050003,64.220001,61.790001,61.840000,38.502129,2615900
2009-06-23,60.680000,63.450001,60.680000,62.209999,38.732494,1990800
2009-06-24,62.680000,64.160004,62.680000,63.919998,39.797157,1938500
2009-06-25,63.669998,64.709999,62.939999,64.690002,40.276566,1631300
2009-06-26,64.580002,65.169998,63.380001,64.660004,40.257896,3760100
2009-06-29,64.809998,64.809998,63.689999,64.559998,40.195625,1663900
2009-06-30,64.419998,66.059998,63.959999,65.480003,40.768436,1927500
2009-07-01,66.139999,66.940002,65.669998,66.510002,41.409725,1835900
2009-07-02,65.410004,66.220001,63.220001,63.509998,39.541882,2468500
2009-07-06,63.080002,66.080002,62.820000,65.980003,41.079739,2628300
2009-07-07,65.699997,65.699997,63.180000,63.380001,39.460945,2274600
2009-07-08,64.120003,64.589996,62.189999,63.419998,39.485847,2693200
2009-07-09,63.500000,64.129997,62.529999,62.759998,39.074936,1880100
