Date,Open,High,Low,Close,Adj Close,Volume
2017-10-19,470.700012,472.410004,469.459991,470.549988,429.733643,370500
2017-10-20,472.709991,472.709991,466.470001,468.760010,428.098907,321800
2017-10-23,469.429993,469.429993,458.200012,458.809998,419.011993,484700
2017-10-24,461.369995,464.480011,460.589996,462.970001,422.811096,299100
2017-10-25,462.750000,466.489990,457.329987,457.929993,418.208282,484800
2017-10-26,460.320007,462.709991,453.269989,454.200012,414.801880,468800
2017-10-27,454.570007,457.190002,453.049988,456.510010,416.911530,333500
2017-10-30,456.320007,461.790009,455.179993,459.730011,419.852203,246400
2017-10-31,458.359985,464.480011,457.309998,463.500000,423.295227,352600
2017-11-01,464.970001,467.739990,463.519989,467.059998,426.546448,427600
2017-11-02,481.000000,491.799988,476.399994,488.679993,446.290985,867800
2017-11-03,485.869995,489.920013,482.660004,486.649994,444.437073,464900
2017-11-06,484.989990,493.089996,484.989990,491.619995,448.976013,398100
2017-11-07,492.859985,493.799988,483.019989,488.059998,445.724762,489900
2017-11-08,486.940002,495.350006,486.940002,492.980011,450.218018,435600
2017-11-09,491.730011,493.910004,483.690002,484.859985,442.802368,244000
2017-11-10,484.239990,485.070007,480.920013,482.209991,440.382172,279000
2017-11-13,481.910004,485.920013,478.540009,484.119995,442.126556,428400
2017-11-14,480.070007,484.309998,478.320007,481.049988,441.145233,278000
2017-11-15,479.369995,483.440002,473.519989,474.420013,435.065369,312900
2017-11-16,474.899994,477.399994,473.339996,475.089996,435.679718,528400
2017-11-17,473.739990,475.630005,470.010010,472.799988,433.579620,297700
2017-11-20,474.269989,474.529999,470.489990,471.890015,432.745209,174800
2017-11-21,472.690002,475.130005,471.279999,474.260010,434.918549,374700
2017-11-22,473.079987,475.019989,470.799988,472.369995,433.185364,173800
2017-11-24,473.000000,476.730011,472.269989,474.070007,434.744293,99600
2017-11-27,474.040009,481.239990,472.109985,478.920013,439.192047,316300
2017-11-28,481.399994,481.489990,475.859985,477.950012,438.302490,391700
2017-11-29,478.000000,478.000000,464.929993,468.320007,429.471283,420100
2017-11-30,468.190002,468.190002,461.299988,464.489990,425.959137,590700
2017-12-01,464.750000,469.459991,461.239990,469.160004,430.241608,367600
2017-12-04,471.029999,471.390015,441.779999,442.279999,405.591431,654200
2017-12-05,442.290009,449.399994,441.000000,445.589996,408.626801,427700
2017-12-06,446.880005,452.730011,445.529999,450.239990,412.891174,325900
2017-12-07,450.739990,458.109985,448.019989,455.769989,417.962280,551200
2017-12-08,459.040009,459.660004,450.190002,452.390015,414.862823,384600
