Date,Open,High,Low,Close,Adj Close,Volume
2017-10-19,102.180000,104.449997,101.550003,103.220001,87.112648,3784200
2017-10-20,103.519997,105.370003,103.250000,104.989998,88.606461,3305300
2017-10-23,104.989998,105.129997,103.250000,103.949997,87.728729,1900800
2017-10-24,104.059998,104.650002,103.500000,104.059998,87.821587,1742900
2017-10-25,103.529999,104.360001,103.000000,104.120003,87.872215,1735600
2017-10-26,105.000000,105.180000,103.160004,103.180000,87.078888,2072600
2017-10-27,103.250000,104.000000,102.910004,103.190002,87.087357,1650600
2017-10-30,103.339996,110.660004,103.199997,106.110001,89.551697,5454800
2017-10-31,105.949997,107.540001,105.290001,107.080002,90.370323,2476300
2017-11-01,107.680000,107.739998,104.779999,105.139999,88.733055,2467200
2017-11-02,105.260002,107.110001,105.070000,106.370003,89.771118,1451200
2017-11-03,105.839996,107.269997,105.269997,106.510002,89.889259,1613500
2017-11-06,110.900002,114.839996,109.440002,111.809998,94.362198,6502000
2017-11-07,111.809998,112.459999,110.440002,111.760002,94.320000,2602800
2017-11-08,111.629997,114.970001,111.629997,114.029999,96.235764,2104200
2017-11-09,113.699997,114.559998,112.769997,113.500000,95.788490,1459600
2017-11-10,112.860001,113.750000,111.910004,113.279999,95.602821,1286000
2017-11-13,113.379997,113.879997,111.779999,112.900002,95.282112,2060100
2017-11-14,112.800003,113.580002,112.080002,113.160004,95.501541,1519000
2017-11-15,113.489998,113.589996,111.959999,112.550003,94.986725,1551500
2017-11-16,112.620003,113.430000,110.790001,111.120003,93.779869,2923900
2017-11-17,110.519997,111.449997,109.790001,110.019997,92.851524,2652800
2017-11-20,110.220001,111.099998,110.019997,110.480003,93.239754,1321500
2017-11-21,110.680000,112.309998,110.629997,112.110001,94.615387,2274300
2017-11-22,111.720001,112.279999,110.889999,111.839996,94.387512,1000700
2017-11-24,111.910004,113.279999,111.849998,112.720001,95.130188,535500
2017-11-27,113.480003,114.529999,113.129997,113.290001,95.611244,1095100
2017-11-28,114.000000,114.000000,112.599998,113.519997,95.805351,2705700
2017-11-29,113.540001,113.639999,111.190002,112.860001,95.248367,1368100
2017-11-30,113.080002,113.349998,111.959999,113.000000,95.366508,1731200
2017-12-01,113.449997,113.449997,112.000000,112.550003,94.986725,1777100
2017-12-04,112.449997,113.489998,109.570000,109.629997,92.522377,1875500
2017-12-05,109.370003,110.440002,108.779999,108.809998,91.830360,2082600
2017-12-06,109.110001,109.500000,108.000000,109.180000,92.142616,2812700
2017-12-07,109.480003,110.169998,108.019997,109.709999,92.589920,1540200
2017-12-08,109.849998,110.339996,108.709999,109.500000,92.412682,1667900
2017-12-11,109.570000,111.139999,108.910004,110.910004,93.602676,2869400
2017-12-12,111.059998,111.800003,110.650002,110.889999,93.585777,1198400
2017-12-13,111.190002,112.459999,110.910004,111.370003,93.990860,1838000
2017-12-14,110.540001,111.250000,110.239998,110.610001,94.237938,2397000
2017-12-15,111.080002,111.690002,110.110001,110.650002,94.272041,3284900
2017-12-18,110.599998,110.980003,109.029999,109.629997,93.402992,1649900
2017-12-19,109.930000,110.070000,108.349998,108.550003,92.482849,1242400
2017-12-20,108.430000,108.559998,107.330002,107.889999,91.920547,1924300
2017-12-21,108.500000,108.900002,108.010002,108.180000,92.167618,1514200
2017-12-22,108.080002,108.720001,107.559998,108.550003,92.482849,1003300
2017-12-26,108.550003,109.430000,108.220001,108.970001,92.840683,721400
2017-12-27,109.120003,109.680000,108.820000,109.430000,93.232605,1059100
2017-12-28,109.639999,110.209999,109.010002,109.820000,93.564873,1779300
2017-12-29,110.000000,111.430000,109.610001,111.010002,94.578728,1266800
2018-01-02,110.529999,110.959999,108.470001,108.930000,92.806625,2036100
2018-01-03,108.750000,109.500000,108.080002,108.470001,92.414680,2078900
2018-01-04,108.290001,108.760002,107.099998,107.209999,91.341202,2240400
2018-01-05,107.430000,108.410004,107.260002,108.029999,92.039810,1769400
2018-01-08,108.010002,108.730003,107.720001,108.349998,92.312462,1776500
2018-01-09,108.300003,108.669998,107.629997,107.680000,91.741638,1031900
2018-01-10,105.949997,106.529999,103.339996,104.919998,89.390160,4849400
2018-01-11,104.949997,105.190002,102.599998,103.690002,88.342216,4380700
2018-01-12,104.050003,104.070000,103.070000,103.570000,88.239983,2430400
2018-01-16,103.980003,106.769997,103.980003,105.320000,89.730965,2844800
2018-01-17,105.400002,106.989998,105.050003,106.029999,90.335861,2616500
2018-01-18,105.709999,106.320000,105.209999,106.110001,90.404015,2062500
2018-01-19,106.250000,107.650002,105.669998,107.349998,91.460480,2867600
2018-01-22,107.500000,108.370003,106.889999,108.300003,92.269875,2837800
2018-01-23,108.919998,110.440002,108.480003,110.330002,93.999374,2996400
2018-01-24,110.480003,110.910004,109.349998,109.589996,93.368927,2405700
2018-01-25,109.379997,110.220001,107.160004,108.610001,92.533981,4370700
2018-01-26,110.349998,110.870003,108.750000,110.629997,94.254990,3328800
2018-01-29,110.519997,111.150002,108.839996,109.830002,93.573395,3214500
2018-01-30,109.019997,110.410004,108.660004,110.029999,93.743797,2954600
2018-01-31,110.089996,113.389999,110.070000,112.769997,96.078217,2814800
2018-02-01,112.910004,114.470001,112.330002,113.070000,96.333809,3168300
2018-02-02,112.660004,113.190002,111.250000,112.099998,95.507385,1809700
2018-02-05,111.550003,112.919998,109.889999,110.510002,94.152748,2853200
2018-02-06,109.059998,110.290001,106.930000,108.550003,92.482849,4553800
2018-02-07,108.300003,109.910004,107.820000,108.750000,92.653244,2978700
2018-02-08,108.500000,109.169998,103.790001,103.809998,88.444466,4391400
2018-02-09,104.150002,104.750000,100.760002,103.860001,88.487045,3670300
2018-02-12,104.500000,105.660004,103.830002,105.110001,89.552017,3325300
2018-02-13,105.129997,106.750000,104.720001,106.360001,90.617020,1879200
2018-02-14,106.070000,106.260002,104.010002,105.360001,89.765030,2917800
