Date,Open,High,Low,Close,Adj Close,Volume
2009-03-09,41.009998,43.139999,40.349998,42.959999,26.988663,3638700
2009-03-10,44.130001,49.320000,43.279999,49.070000,30.827137,7205500
2009-03-11,48.660000,50.049999,46.340000,47.049999,29.558121,5756100
2009-03-12,46.689999,50.619999,46.150002,49.840000,31.310892,4572600
2009-03-13,49.910000,50.139999,47.889999,48.990002,30.776888,4236000
2009-03-16,49.270000,50.150002,45.700001,45.730000,28.728872,3865200
2009-03-17,46.130001,49.509998,44.950001,49.290001,30.965353,4232900
2009-03-18,48.180000,51.220001,47.070000,50.380001,31.650114,5778800
2009-03-19,51.090000,51.430000,48.430000,48.810001,30.663815,5022400
2009-03-20,48.959999,48.959999,44.330002,44.619999,28.031528,5400600
2009-03-23,46.049999,51.570000,46.049999,51.509998,32.360020,5204400
2009-03-24,49.560001,51.430000,47.419998,48.119999,30.230326,3982700
2009-03-25,48.720001,49.299999,44.580002,47.990002,30.148657,4045600
2009-03-26,49.540001,49.959999,46.230000,49.779999,31.273172,3469000
2009-03-27,48.040001,48.910000,46.590000,47.540001,29.865971,3008600
2009-03-30,45.590000,45.590000,43.639999,43.830002,28.062361,2979200
2009-03-31,44.150002,47.869999,43.880001,47.060001,30.130371,4840500
2009-04-01,45.200001,47.450001,45.200001,46.200001,29.579758,3071600
2009-04-02,52.869999,52.869999,46.889999,49.730000,31.839867,4120500
2009-04-03,48.889999,53.560001,47.860001,53.549999,34.285633,3770700
2009-04-06,51.720001,54.250000,50.939999,53.040001,33.959103,3297100
2009-04-07,51.540001,51.990002,47.500000,47.560001,30.450508,3536000
2009-04-08,48.250000,49.169998,46.900002,48.150002,30.828278,2809200
2009-04-09,50.049999,55.750000,49.270000,55.500000,35.534119,4673400
2009-04-13,54.610001,56.930000,53.630001,55.849998,35.758205,3714700
2009-04-14,53.419998,54.939999,50.590000,50.720001,32.473717,5263600
2009-04-15,51.410000,55.880001,50.169998,55.529999,35.553329,3981200
2009-04-16,54.939999,58.750000,52.560001,57.020000,36.507309,4110800
2009-04-17,56.980000,60.849998,55.270000,60.209999,38.549736,5283300
2009-04-20,57.939999,59.099998,52.000000,52.279999,33.472507,4558200
2009-04-21,51.040001,57.000000,50.810001,56.470001,36.155163,4800500
2009-04-22,54.740002,58.189999,53.950001,54.980000,35.201191,3853700
2009-04-23,55.330002,58.980000,54.299999,58.060001,37.173183,4354000
